text,label,language,source
"नोटिस: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,HI,HuggingFace (phishing datasets) (sanitized)
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)),Safe,EN,SpamAssassin (public corpus) (sanitized)
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। If you have questions, reply to this email.",Safe,HI,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
सूचना: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Safe,NP,SpamAssassin (public corpus) (sanitized)
स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्। Sent from our secure servers.,Safe,NP,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from Enron (public corpus)),Phishing,EN,Enron (public corpus) (sanitized)
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Phishing,EN,Kaggle (phishing collections) (sanitized)
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
Welcome to our newsletter! Here are this month's updates and tips.,Safe,EN,synthetic
"Hello, your order #99735 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"Password reset requested. Reset using: [LINK]. This expires in 24 hours. For support, contact helpdesk.",Phishing,EN,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
"हाम्रो न्यूजलेटरमा स्वागत छ! यस महिनाका अपडेटहरू तल छन्। If you have questions, reply to this email.",Safe,NP,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. If you have questions, reply to this email.",Safe,EN,synthetic
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"Hello, नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। If you have questions, reply to this email.",Phishing,HI,synthetic
Thank you for your purchase. Your invoice is attached to this email. Sent from our secure servers.,Safe,EN,synthetic
"सूचना: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Phishing,NP,SpamAssassin (public corpus) (sanitized)
"सूचना: We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Safe,NP,Enron (public corpus) (sanitized)
नोटिस: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Phishing,HI,PhishTank (verified phishing) (sanitized)
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Safe,EN,Enron (public corpus) (sanitized)
"Hello, प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें।",Phishing,HI,synthetic
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"Hello, your order #33757 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"नोटिस: Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Phishing,HI,SpamAssassin (public corpus) (sanitized)
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। For support, contact helpdesk.",Safe,HI,synthetic
"Hello, your order #88642 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,EN,PhishTank (verified phishing) (sanitized)
"Thank you for your purchase. Your invoice is attached to this email. If you have questions, reply to this email.",Safe,EN,synthetic
